Date,Area Name,Road/Intersection Name,Traffic_Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity
2022-08-26,0,10,11323,35.85021271,1.243304994,28.19662282,60.31700531,1,72.646,31.78436217,4147,62.4045903,194,0,0
2022-08-26,5,13,37333,38.62689321,1.5,100.0,100.0,0,124.666,40.54001614,2611,65.97089925,100,3,0
2022-08-26,4,11,40466,20.31184793,1.5,100.0,100.0,2,130.932,34.71540249,7159,80.05255181,100,3,0
2022-08-26,6,6,11489,41.75285005,1.13741858,48.16995351,55.80713494,0,72.978,34.77468629,5283,95.54952433,213,2,0
2022-08-26,2,3,33842,46.60472505,1.5,100.0,100.0,1,117.684,59.50778735,7276,93.11909592,101,2,0
2022-08-26,2,0,46715,36.80964637,1.5,100.0,100.0,2,143.43,62.94457976,7863,83.25938004,104,0,0
2022-08-26,4,9,26781,38.74128652,1.5,98.06996635,100.0,1,103.562,60.17062984,6332,79.85661158,103,0,0
2022-08-27,5,1,27386,30.32307063,1.5,99.87649805,100.0,2,104.772,14.07567146,2195,69.26232703,118,0,0
2022-08-27,1,2,29784,21.47244396,1.5,93.04966309,100.0,0,109.568,76.73128535,1796,83.0328168,117,2,0
2022-08-27,3,7,22966,41.99137555,1.29362356,67.09411,100.0,0,95.932,42.07527785,6085,72.97024971,103,0,0
2022-08-27,5,13,27756,20.0,1.5,90.92131198,100.0,4,105.512,23.30689276,6688,86.88929447,92,3,0
2022-08-27,2,0,11925,65.92390289,1.300900902,33.58460673,58.29463042,4,73.85,73.95745258,6399,97.69681244,202,0,0
2022-08-27,6,6,15502,53.41538479,1.113114865,60.30774127,74.48346396,1,81.004,74.43390999,7400,85.2647609,94,2,1
2022-08-27,6,8,16119,45.23884447,1.257114569,48.95246937,80.79364429,1,82.238,36.14553408,3451,98.35167543,107,0,0
2022-08-27,2,3,47121,25.40005391,1.5,100.0,100.0,2,144.242,16.22723036,321,93.22995732,94,0,0
2022-08-27,4,9,33645,36.78441814,1.5,100.0,100.0,2,117.29,54.43934139,8747,84.13446895,115,0,0
2022-08-28,5,1,28275,33.80408283,1.5,87.99546177,100.0,2,106.55,27.96217043,6896,75.25770474,83,0,0
2022-08-28,1,4,9871,55.41696558,1.26525036,27.72513632,49.38375327,0,69.742,76.57587169,543,63.73369638,221,3,0
2022-08-28,3,12,25038,49.39116534,1.5,90.76322547,100.0,2,100.076,16.37565409,8182,52.77730541,94,0,0
2022-08-28,3,7,15402,40.91855477,1.230996448,55.58649788,80.57017657,1,80.804,52.59093057,8810,63.05002845,93,0,1
2022-08-28,5,13,14323,44.27145094,1.114159465,54.69841656,73.66064396,0,78.646,55.11933239,1390,82.73954601,183,0,1
2022-08-28,1,2,9897,46.96795486,1.152125244,36.63186341,46.84803877,1,69.794,69.96268637,2525,60.19112402,215,0,0
2022-08-28,4,11,29592,37.78668456,1.5,90.98053546,100.0,5,109.184,15.18198635,5320,76.95320529,112,0,0
2022-08-28,6,6,28898,32.09924333,1.5,92.06204588,100.0,3,107.796,72.4204613,5625,68.10995704,101,0,0
2022-08-28,2,3,8796,57.4267438,1.13769836,30.88145576,46.26814697,1,67.592,50.9712582,1363,56.08009219,213,1,0
2022-08-28,2,0,45640,28.38832785,1.5,100.0,100.0,3,141.28,77.80371971,448,53.14679772,106,1,0
2022-08-28,0,10,15119,40.35235085,1.138695816,52.29955173,75.90099418,1,80.238,20.07612024,2336,92.05147861,105,0,1
2022-08-29,7,14,18360,36.51294076,1.3318117,58.81288848,91.30723803,1,86.72,51.62324972,5165,71.26072846,99,0,0
2022-08-29,1,2,24127,45.9805549,1.362918568,81.4861278,100.0,2,98.254,40.32472812,3200,50.44529333,110,4,0
2022-08-29,1,4,24834,66.38730107,1.369880063,87.86067818,100.0,1,99.668,44.11965889,2697,54.74088876,87,0,0
2022-08-29,3,7,30505,21.84673915,1.5,98.83495071,100.0,3,111.01,49.84986723,947,84.01982646,109,0,0
2022-08-29,5,1,37642,41.4524482,1.5,100.0,100.0,0,125.284,45.90254208,1316,76.95744484,108,2,0
2022-08-29,5,13,58199,34.3417627,1.5,100.0,100.0,5,166.398,33.02679853,1246,88.69743345,105,0,0
2022-08-29,4,11,29601,20.0,1.5,100.0,100.0,2,109.202,64.36447253,1920,82.82045698,86,0,0
2022-08-29,2,3,22569,41.52395218,1.026575238,67.53555983,100.0,0,95.138,58.50061087,6859,78.39441521,107,0,0
2022-08-29,2,0,37078,30.87741929,1.5,100.0,100.0,1,124.156,19.51955556,2171,93.36992363,88,0,0
2022-08-29,4,9,31094,47.48679871,1.5,100.0,100.0,0,112.188,28.09237545,993,83.12049262,92,0,0
2022-08-30,7,14,22119,35.82500758,1.01885261,71.20992812,100.0,0,94.238,77.23900567,8907,77.77514758,92,2,0
2022-08-30,1,2,22564,41.49300252,1.251034307,84.39451881,100.0,2,95.128,28.82006584,4446,81.24020734,83,1,0
2022-08-30,3,12,38140,29.74639996,1.5,100.0,100.0,4,126.28,32.57813193,4022,56.33264029,109,2,0
2022-08-30,5,1,51856,25.76254635,1.5,100.0,100.0,1,153.712,27.60361365,2329,65.19196537,102,0,0
2022-08-30,5,13,55092,31.31419411,1.5,100.0,100.0,3,160.184,29.41347711,7518,99.93747558,104,0,1
2022-08-30,6,6,22662,43.8227051,1.341387835,75.29443726,100.0,5,95.324,27.01995048,8082,98.49624223,96,0,0
2022-08-30,4,11,43958,37.00415663,1.5,100.0,100.0,2,137.916,43.06429373,8660,98.56896076,91,2,0
2022-08-30,6,8,29229,20.0,1.5,100.0,100.0,2,108.458,12.21821947,4117,86.20353852,94,0,0
2022-08-30,2,3,25490,40.97957185,1.5,92.99391154,100.0,3,100.98,42.44681364,8440,91.14774377,115,2,0
2022-08-30,2,0,25546,21.67314355,1.5,91.72209339,100.0,1,101.092,77.89520111,528,71.90873369,101,0,0
2022-08-30,0,10,19523,46.13100078,1.384012982,56.09296885,94.22021486,0,89.046,71.56454675,7256,98.21850132,103,0,0
2022-08-31,1,2,8918,55.81559381,1.088532325,34.42541497,46.38261323,0,67.836,75.98591529,6083,94.67097803,186,0,0
2022-08-31,3,12,26308,20.0,1.5,86.40067199,100.0,1,102.616,79.43209434,3768,96.3683292,107,0,0
2022-08-31,5,1,44455,39.06252983,1.5,100.0,100.0,3,138.91,29.13965529,78,98.52846391,111,2,0
2022-08-31,4,9,41586,40.61472235,1.5,100.0,100.0,2,133.172,25.33158189,6072,80.69740283,106,2,0
2022-08-31,2,3,39971,40.50267468,1.5,100.0,100.0,1,129.942,68.94106181,7547,64.97528595,89,0,1
2022-08-31,2,0,11821,55.24645642,1.131261848,42.28581174,62.17487948,1,73.642,26.20577311,2393,86.20337407,214,0,0
2022-08-31,4,11,63191,32.58604623,1.5,100.0,100.0,2,176.382,49.720413,2773,94.35734039,101,2,0
2022-09-01,5,1,50453,50.64830405,1.5,100.0,100.0,2,150.906,74.23854849,3230,73.11237283,115,1,0
2022-09-01,1,4,39933,22.2403343,1.5,100.0,100.0,1,129.866,18.04505391,5090,96.62989984,87,0,0
2022-09-01,3,12,20548,28.80963147,1.058559673,59.38019881,98.08632818,0,91.096,23.30926034,4817,72.78600935,95,0,1
2022-09-01,3,7,31500,30.24645237,1.5,100.0,100.0,3,113.0,56.67709725,216,69.79777756,95,0,0
2022-09-01,5,13,39080,33.18701214,1.5,100.0,100.0,2,128.16,38.14201896,6227,51.48303718,92,0,1
2022-09-01,4,9,27289,29.04692777,1.5,95.75546399,100.0,4,104.578,50.03901123,6167,93.74663133,110,1,0
2022-09-01,4,11,34415,28.8985406,1.5,100.0,100.0,2,118.83,15.03278416,8469,71.63709128,96,0,1
2022-09-01,6,6,21262,42.72437362,1.042848573,63.25445982,100.0,0,92.524,57.03318774,1159,80.59290001,103,0,0
2022-09-01,6,8,26331,45.62697401,1.5,93.17547778,100.0,3,102.662,77.90458103,8058,78.38101137,92,0,0
2022-09-01,2,3,23379,53.8992505,1.343600113,78.01397397,100.0,2,96.758,16.057056,2190,86.8277321,111,0,0
2022-09-01,2,0,36839,49.69193732,1.5,100.0,100.0,2,123.678,29.16663664,5564,57.30320575,107,0,0
2022-09-02,1,2,32683,38.32075439,1.5,100.0,100.0,2,115.366,41.1299024,8005,77.64346019,99,0,0
2022-09-02,3,12,28803,37.27277413,1.5,97.3056359,100.0,1,107.606,79.59040127,1535,62.57550196,89,0,0
2022-09-02,5,1,38210,25.82523795,1.5,100.0,100.0,4,126.42,25.22383052,2591,69.24230591,117,0,0
2022-09-02,4,9,31924,29.97965656,1.5,100.0,100.0,1,113.848,35.21959947,2670,92.36504321,100,0,0
2022-09-02,7,15,17614,33.71101871,1.041545171,59.91124955,85.51832338,0,85.228,25.86666862,2283,75.20417281,97,0,0
2022-09-02,6,8,18056,42.62522663,1.206754755,57.30309795,88.71194067,0,86.112,47.8306554,3950,59.81623921,75,0,0
2022-09-02,2,3,32743,32.03829838,1.5,100.0,100.0,3,115.486,24.08477819,2648,79.72411244,110,0,0
2022-09-02,2,0,10468,62.90309165,1.034702642,36.80956802,47.43870932,0,70.936,64.67486758,347,82.3341049,232,0,0
2022-09-02,6,6,23506,62.80492805,1.024787224,68.70354296,100.0,0,97.012,13.143352,2962,94.35128539,84,2,0
2022-09-03,1,4,35450,32.20930237,1.5,100.0,100.0,0,120.9,79.10371821,6239,66.07009958,88,0,0
2022-09-03,3,7,18758,50.66378515,1.138088024,67.82691392,95.06538618,0,87.516,36.61834182,2630,60.89543109,100,0,0
2022-09-03,5,1,37645,35.87858012,1.5,100.0,100.0,1,125.29,63.69536603,5220,87.76480764,104,0,0
2022-09-03,5,13,30342,31.56096939,1.5,100.0,100.0,2,110.684,22.71472229,2700,65.01002788,90,0,0
2022-09-03,0,10,18374,46.67475909,1.011408479,68.87187319,91.39324829,0,86.748,62.66883687,2916,62.66592116,89,0,0
2022-09-03,0,5,17442,49.53142498,1.058493763,63.2523854,85.93987888,1,84.884,20.48676835,6781,78.39004002,97,0,0
2022-09-03,4,11,69407,44.73228385,1.5,100.0,100.0,2,188.814,53.05377048,7374,82.89738527,96,0,0
2022-09-03,6,8,7098,34.11738361,1.398088501,33.49375475,32.36048847,0,64.196,44.43344594,1364,75.20197041,196,2,0
2022-09-03,2,3,61638,43.98834486,1.5,100.0,100.0,2,173.276,51.21502317,6502,67.81631467,91,0,1
2022-09-03,4,9,44345,45.24842877,1.5,100.0,100.0,0,138.69,38.8500608,6179,71.11767545,101,0,0
2022-09-04,5,1,25616,36.4077773,1.5,90.92486971,100.0,5,101.232,48.32914769,4290,99.80625098,95,1,0
2022-09-04,7,15,20219,57.353666,1.228782589,76.83411737,100.0,3,90.438,51.18561906,8803,97.35903249,111,4,0
2022-09-04,3,7,9559,46.50323887,1.289081885,26.1540289,52.50638045,0,69.118,40.56304905,4452,99.53593717,173,0,1
2022-09-04,5,13,11746,29.80568297,1.030888068,45.43698626,57.7859273,0,73.492,28.52376876,4570,88.33656953,197,0,1
2022-09-04,7,14,18316,30.48908639,1.139556189,66.23339808,90.16104459,2,86.632,45.61605272,4973,78.9701415,96,0,0
2022-09-04,4,9,49823,44.77601649,1.5,100.0,100.0,2,149.646,15.21058273,5003,67.93323072,84,3,0
2022-09-04,6,8,17562,42.12204276,1.203050158,62.18358118,92.57264173,1,85.124,65.18477503,6696,61.63084972,95,0,0
2022-09-04,2,3,41225,30.93604306,1.5,100.0,100.0,3,132.45,20.08564425,5747,76.00263708,109,0,0
2022-09-04,2,0,44277,25.38117033,1.5,100.0,100.0,4,138.554,50.91298423,154,59.81244195,99,0,0
2022-09-04,0,5,21044,32.63590937,1.219780598,78.68088679,100.0,1,92.088,47.57471961,7627,95.56582639,97,0,1
2022-09-05,7,15,20815,38.61045149,1.251547264,74.27779716,100.0,1,91.63,79.86255206,3218,71.37637137,98,1,0
2022-09-05,5,1,41278,33.79512101,1.5,100.0,100.0,2,132.556,15.16844749,6428,64.46376316,97,0,1
2022-09-05,5,13,42870,47.99333674,1.5,100.0,100.0,2,135.74,49.46769024,2763,63.26239062,100,3,0
2022-09-05,3,12,22181,45.61207004,1.046308414,68.1618988,100.0,0,94.362,79.81082575,3597,93.19441957,101,0,0
2022-09-05,4,11,48284,35.86415313,1.5,100.0,100.0,1,146.568,30.18844683,8515,63.29578397,83,0,0
2022-09-05,2,3,11327,46.95612519,1.028021176,40.18807678,57.54895244,0,72.654,42.23344841,3874,77.33445649,210,0,0
2022-09-05,4,9,45992,21.58294659,1.5,100.0,100.0,2,141.984,18.62190029,1431,89.51188736,93,0,0
2022-09-06,2,0,38314,23.38250073,1.5,100.0,100.0,2,126.628,76.4063636,1428,69.46110658,87,0,1
2022-09-06,6,6,14028,61.52955928,1.332737025,46.85721557,71.6765142,0,78.056,54.67182304,2091,68.66447196,168,0,0
2022-09-06,4,11,46257,23.25777718,1.5,100.0,100.0,4,142.514,41.32843242,8883,70.63340104,97,1,0
2022-09-06,5,13,37655,45.10527057,1.5,100.0,100.0,1,125.31,64.52795733,1266,56.64193284,90,0,0
2022-09-07,3,7,30885,28.29496525,1.5,96.03989001,100.0,1,111.77,66.12393438,605,76.21771297,107,0,0
2022-09-07,7,15,5423,51.71710865,1.057579319,26.89928884,23.32818667,1,60.846,21.46807671,1952,78.69067668,200,0,0
2022-09-07,1,2,33003,32.0239289,1.5,100.0,100.0,0,116.006,22.27188411,7596,90.96501621,94,0,1
2022-09-07,7,14,19143,31.89813761,1.035716449,62.72253538,98.75719252,0,88.286,29.29225188,3358,55.19496015,108,2,0
2022-09-07,5,1,14000,37.83235347,1.175516914,42.48217362,68.04792134,0,78.0,31.16048744,5632,99.47272569,164,0,0
2022-09-07,4,9,42769,38.35493652,1.5,100.0,100.0,3,135.538,50.13420659,5334,89.45965684,77,2,0
2022-09-07,0,5,24728,43.11116243,1.110911091,91.61917199,100.0,1,99.456,26.46662692,6093,94.78955013,108,1,0
2022-09-07,2,3,38057,35.56367964,1.5,100.0,100.0,2,126.114,55.74286482,5041,55.37281731,79,0,0
2022-09-07,2,0,10664,64.07966927,1.205084425,42.13875843,57.61109996,1,71.328,32.42646309,4159,94.26050967,213,0,1
2022-09-07,5,13,34597,26.26464588,1.5,100.0,100.0,0,119.194,76.74919172,2663,64.77003055,76,0,0
2022-09-08,2,0,22582,64.84363883,1.388310562,84.63692327,100.0,1,95.164,69.68712148,6544,85.21804849,93,0,0
2022-09-08,2,3,23070,65.97817098,1.237095122,67.71092943,100.0,0,96.14,44.49035343,7566,65.55619874,114,3,1
2022-09-08,6,8,32273,41.80941043,1.5,99.25930243,100.0,1,114.546,48.5512502,6356,93.9139079,99,0,0
2022-09-08,6,6,20736,67.81228091,1.197419796,72.33124101,100.0,2,91.472,11.0210777,6002,81.00460204,83,0,0
2022-09-08,4,11,45524,38.03377809,1.5,100.0,100.0,2,141.048,14.34918296,6381,86.12909154,89,0,0
2022-09-08,4,9,44981,49.08642716,1.5,100.0,100.0,0,139.962,65.79640387,7006,62.67734051,90,0,1
2022-09-08,5,13,35322,48.48056188,1.5,100.0,100.0,4,120.644,72.61660301,2954,81.61105622,117,3,0
2022-09-08,1,2,28193,20.0,1.5,97.22160414,100.0,0,106.386,37.78470823,2905,71.02160299,119,0,0
2022-09-09,3,12,18792,49.49594476,1.268397831,56.56201305,93.76283539,0,87.584,75.24962688,1566,75.77234036,88,0,0
2022-09-09,7,15,6729,29.3471224,1.129357222,13.08468425,29.80835722,0,63.458,58.69234331,3619,86.57408732,184,2,0
2022-09-09,1,2,16993,45.48453495,1.29448606,53.7941714,80.35038333,2,83.986,66.4575472,1097,63.44101409,95,0,1
2022-09-09,3,7,19152,37.02436471,1.355207938,61.70734821,92.12079904,0,88.304,24.69544708,578,94.31156892,99,1,0
2022-09-09,1,4,33081,32.41435369,1.5,100.0,100.0,0,116.162,48.58380716,3802,63.77921103,109,4,1
2022-09-09,4,11,15486,34.49166825,1.064174787,51.25079106,79.41955015,0,80.972,56.83741229,5196,71.94695535,115,0,0
2022-09-09,6,8,19952,45.61373678,1.324017992,65.95057063,96.29231518,0,89.904,65.78778873,6289,75.32639763,94,3,0
2022-09-09,5,13,24256,48.64100076,1.32796574,78.26004101,100.0,3,98.512,27.52162918,676,92.01170337,114,0,0
2022-09-09,2,3,24231,34.83268909,1.048057291,77.69177448,100.0,5,98.462,31.30387589,2529,67.8101799,91,0,0
2022-09-09,2,0,26909,32.83579003,1.5,96.77174324,100.0,5,103.818,10.78437751,8823,74.52340388,109,0,0
2022-09-10,7,14,15870,38.65470917,1.367843271,43.06342185,75.57104793,1,81.74,60.62254828,7401,62.73080084,90,0,0
2022-09-10,7,15,25865,47.67360182,1.5,93.79570913,100.0,2,101.73,38.99082766,7473,65.76736945,99,3,0
2022-09-10,1,2,39751,20.18341437,1.5,100.0,100.0,2,129.502,71.52554651,7144,81.65150102,102,0,0
2022-09-10,3,12,7980,29.56401284,1.304413346,17.55169331,37.02640236,1,65.96,63.14733564,3272,83.13301075,174,0,0
2022-09-10,5,1,26222,35.70994438,1.5,84.23371251,100.0,3,102.444,64.59091105,7248,94.61849491,115,0,0
2022-09-10,0,10,13126,41.87676026,1.015373257,51.54742237,68.59734352,1,76.252,62.72787744,5198,68.73876482,221,1,0
2022-09-10,6,6,15788,57.67618737,1.201429905,47.21197526,80.42387481,1,81.576,53.34301578,2997,89.63595559,99,0,1
2022-09-10,6,8,26837,38.19285734,1.5,79.51829463,100.0,0,103.674,16.79683911,8468,96.80414673,108,2,1
2022-09-10,2,3,10737,56.56851962,1.188156303,36.73570335,52.76960057,2,71.474,66.01770169,1176,54.01385916,234,0,0
2022-09-11,7,14,15707,64.75457527,1.078933005,47.22596255,76.97582202,1,81.414,14.86998849,6800,63.13297815,105,4,1
2022-09-11,1,2,20750,43.06992496,1.318527583,76.8495684,100.0,9,91.5,64.83334034,1934,86.63969274,109,2,0
2022-09-11,3,12,24816,38.84117417,1.263362812,89.68650635,100.0,2,99.632,34.56279332,6552,84.23095133,78,3,0
2022-09-11,3,7,39250,34.76235412,1.5,100.0,100.0,3,128.5,26.31506052,2184,69.86610722,86,0,0
2022-09-11,5,1,27506,33.5693353,1.5,85.73867829,100.0,3,105.012,11.15637281,2907,57.48463062,101,3,0
2022-09-11,4,9,60237,50.68836448,1.5,100.0,100.0,3,170.474,78.70066505,2146,97.67396622,104,0,0
2022-09-11,4,11,48695,31.28327815,1.5,100.0,100.0,2,147.39,64.2494779,1987,94.45334149,87,3,0
2022-09-11,6,8,26945,27.31191134,1.5,96.1082445,100.0,3,103.89,22.3897334,1188,59.10117606,119,1,0
2022-09-11,2,3,35719,38.98744245,1.5,100.0,100.0,3,121.438,50.94779327,1868,75.29906791,114,1,0
2022-09-11,2,0,36681,28.83816394,1.5,100.0,100.0,3,123.362,14.70203038,6627,91.01755606,75,0,0
2022-09-11,5,13,52394,26.94534965,1.5,100.0,100.0,0,154.788,36.73772031,1229,73.90359522,103,0,0
2022-09-12,4,9,29449,31.14323218,1.5,97.68649096,100.0,3,108.898,66.29655479,5471,60.1247341,86,0,1
2022-09-12,2,0,39495,29.70472459,1.5,100.0,100.0,2,128.99,74.07253724,2711,55.56916159,105,0,1
2022-09-12,6,8,25714,23.19196918,1.5,94.0047799,100.0,1,101.428,76.88236716,769,88.55924668,101,0,0
2022-09-12,4,11,47293,23.88881859,1.5,100.0,100.0,2,144.586,15.57911319,8198,82.38532175,95,0,1
2022-09-12,0,10,25149,44.79646864,1.5,90.50731285,100.0,2,100.298,76.41303673,7694,97.67036953,107,0,0
2022-09-12,5,13,29787,40.21820725,1.5,95.57113122,100.0,4,109.574,43.40644705,6868,77.11208031,123,0,0
2022-09-12,5,1,37726,27.8377297,1.5,100.0,100.0,1,125.452,44.79465681,2789,78.29834119,99,2,0
2022-09-12,1,4,21112,53.90470089,1.085084882,69.2778052,100.0,0,92.224,60.04389786,6168,94.35633063,102,3,0
2022-09-13,3,7,38083,27.85141731,1.5,100.0,100.0,1,126.166,41.03054702,2736,74.9121806,100,0,1
2022-09-13,5,1,42555,31.20580513,1.5,100.0,100.0,0,135.11,57.24829322,2139,95.58524994,105,0,0
2022-09-13,1,4,34847,25.30562883,1.5,100.0,100.0,3,119.694,57.44160027,2238,69.21448733,115,0,0
2022-09-13,3,12,36762,46.28872493,1.5,100.0,100.0,1,123.524,31.08095507,2064,81.13593963,102,0,0
2022-09-13,5,13,13954,44.71004315,1.18227886,37.90521204,66.77641142,0,77.908,26.62698134,3522,66.64809377,192,2,0
2022-09-13,2,0,37075,33.97453669,1.5,100.0,100.0,3,124.15,71.54958831,5325,73.51778681,116,0,0
2022-09-13,4,11,32377,43.46413161,1.5,100.0,100.0,1,114.754,21.32800224,3484,78.14002611,98,0,0
2022-09-13,6,8,24754,60.67819281,1.236066051,84.80065013,100.0,3,99.508,63.41001739,2866,68.67631225,97,0,0
2022-09-13,2,3,51555,28.35108786,1.5,100.0,100.0,0,153.11,50.69867871,7032,77.72154122,110,3,1
2022-09-13,4,9,31283,25.74381007,1.5,100.0,100.0,3,112.566,13.28253567,8121,53.99769206,100,2,0
2022-09-14,1,2,39594,59.37304624,1.5,100.0,100.0,1,129.188,60.76209351,8919,95.59738903,105,2,0
2022-09-14,1,4,42219,43.82095242,1.5,100.0,100.0,2,134.438,13.27353248,1110,64.80955319,93,1,0
2022-09-14,3,12,24662,51.52174293,1.373866535,82.74152094,100.0,2,99.324,58.94430994,7899,88.59460622,104,0,0
2022-09-14,5,13,36697,35.29075546,1.5,100.0,100.0,1,123.394,50.62165798,3418,77.18702043,99,0,0
2022-09-14,5,1,48277,44.40400066,1.5,100.0,100.0,2,146.554,30.21628254,8766,94.44264443,90,0,0
2022-09-14,4,11,44799,29.70354085,1.5,100.0,100.0,3,139.598,27.08987872,265,99.14003634,92,0,1
2022-09-14,2,3,48858,27.55409615,1.5,100.0,100.0,0,147.716,76.6755709,432,62.05566342,99,4,0
2022-09-14,2,0,35832,33.94879799,1.5,100.0,100.0,1,121.664,13.60856853,1165,54.81229394,76,0,0
2022-09-14,4,9,15407,44.07710961,1.279304949,55.49468246,76.56675933,3,80.814,71.57508061,2051,69.8633451,95,0,0
2022-09-15,5,13,57617,23.56852217,1.5,100.0,100.0,1,165.234,63.45157045,4208,77.3651221,103,2,0
2022-09-15,7,15,19764,48.97006957,1.28551493,68.29643533,96.1490828,1,89.528,52.39887763,4277,65.90992069,111,1,0
2022-09-15,1,2,21295,39.12760926,1.027647445,73.74454096,100.0,1,92.59,59.37844024,3165,74.16879564,111,3,0
2022-09-15,3,12,25364,20.0,1.5,82.41320764,100.0,1,100.728,45.41373344,4805,66.80775221,114,0,0
2022-09-15,5,1,35802,40.49241478,1.5,100.0,100.0,2,121.604,42.60599849,694,54.26253764,100,0,0
2022-09-15,0,10,10655,37.85137686,1.120271478,28.02838804,51.05334984,1,71.31,22.02868994,613,74.99857431,216,0,0
2022-09-15,2,0,49643,20.0,1.5,100.0,100.0,3,149.286,56.51363457,8802,69.87675679,101,2,0
2022-09-15,4,9,14576,38.29839264,1.352842276,55.70135475,68.51855574,0,79.152,72.25213703,2147,99.79826519,189,0,0
2022-09-15,4,11,32506,33.87821832,1.5,100.0,100.0,4,115.012,51.98320195,6466,56.77047078,115,3,0
2022-09-15,6,6,24341,29.27217167,1.263659454,90.88689748,100.0,4,98.682,51.07142095,7761,66.21486121,119,3,0
2022-09-15,6,8,15372,31.8834478,1.25990238,51.5765044,75.62278177,0,80.744,68.71643934,7483,86.31139441,123,0,0
2022-09-15,0,5,21149,28.57411866,1.082212417,69.46828611,100.0,0,92.298,23.85426219,4107,84.64502803,89,0,0
2022-09-16,3,12,16072,57.50893789,1.028374472,50.08698996,77.20634295,1,82.144,44.87124391,7932,59.03403441,99,0,0
2022-09-16,7,14,16312,30.38563847,1.079617312,44.97515307,79.71634533,1,82.624,39.05656389,4187,87.58944154,99,0,0
2022-09-16,5,13,41548,44.89130157,1.5,100.0,100.0,4,133.096,79.7071353,1979,71.08644336,87,1,1
2022-09-16,1,2,25188,48.17463561,1.5,76.08028712,100.0,1,100.376,72.28835705,7431,67.45160345,111,0,0
2022-09-16,6,6,25084,48.72530852,1.5,81.92310473,100.0,1,100.168,58.79175796,4591,63.94067475,109,0,0
2022-09-16,2,3,27194,25.86325663,1.5,88.88284145,100.0,1,104.388,44.12110387,6836,82.16725827,114,0,0
2022-09-16,2,0,39951,20.0,1.5,100.0,100.0,1,129.902,41.72107456,4292,83.28915871,100,0,0
2022-09-16,4,9,51293,39.79331374,1.5,100.0,100.0,1,152.586,61.78169154,1272,88.87936009,101,0,0
2022-09-17,7,14,15832,47.57744342,1.367177061,53.94719186,74.50561219,0,81.664,74.31833045,4468,86.33066396,93,0,0
2022-09-17,7,15,15729,30.89443684,1.260465759,46.5563079,75.80600598,3,81.458,38.14825862,1108,81.47751831,96,0,0
2022-09-17,1,2,10196,42.04658344,1.011494921,29.77580076,47.2718641,1,70.392,24.38446901,6715,87.51832546,201,0,0
2022-09-17,3,12,17747,50.61313634,1.134496851,54.61639009,89.38562821,0,85.494,11.13359232,5846,89.41535515,103,0,0
2022-09-17,5,1,37399,48.15633855,1.5,100.0,100.0,3,124.798,21.99177885,7715,80.34430376,92,0,1
2022-09-17,5,13,40751,51.46502985,1.5,100.0,100.0,5,131.502,12.50058267,100,56.15967024,82,0,0
2022-09-17,4,11,46682,31.40313689,1.5,100.0,100.0,2,143.364,35.03425354,3654,65.7488272,82,0,0
2022-09-17,6,8,7250,56.5729826,1.090168182,29.72855457,32.6825569,0,64.5,62.13506729,5127,77.70000717,184,0,1
2022-09-17,2,3,34811,20.0,1.5,100.0,100.0,3,119.622,36.87780326,2991,78.24757828,90,3,0
2022-09-17,2,0,12757,29.71077152,1.14186027,46.6775765,62.69721337,4,75.514,62.56462161,2899,86.26471595,195,4,0
2022-09-18,7,15,23481,39.56980865,1.373911963,72.55368665,100.0,0,96.962,10.70145484,7802,79.33022042,98,0,0
2022-09-18,1,2,21694,37.2735481,1.371772144,63.7579468,100.0,1,93.388,29.35144715,1733,67.32403049,95,0,0
2022-09-18,3,12,15689,38.18722559,1.340257019,43.59821082,77.51777824,1,81.378,71.46227617,6321,53.66869784,115,3,0
2022-09-18,0,10,7083,48.87168627,1.349546034,27.37738651,32.4243872,0,64.166,71.69539232,1034,84.30354321,201,0,0
2022-09-18,3,7,14540,46.14505004,1.204297145,44.56533055,76.66886641,1,79.08,14.91327484,5932,68.8312782,180,1,0
2022-09-18,4,11,48981,29.42476939,1.5,100.0,100.0,6,147.962,32.6400151,6310,75.48109195,90,1,0
2022-09-18,6,6,34088,25.49477155,1.5,100.0,100.0,1,118.176,70.51960714,2995,61.62668945,100,0,0
2022-09-18,2,3,39506,38.92082642,1.5,100.0,100.0,3,129.012,21.56818702,3191,63.1994011,98,0,1
2022-09-18,4,9,44158,22.30536763,1.5,100.0,100.0,3,138.316,37.93954822,1202,73.30448082,109,2,0
2022-09-19,0,10,4537,62.31692989,1.363630911,12.1151986,21.79048351,0,59.074,65.74804659,2445,97.09103286,202,0,0
2022-09-19,2,0,36322,38.19462296,1.5,100.0,100.0,1,122.644,36.35072847,7514,92.98808014,104,0,0
2022-09-19,2,3,34429,37.87124395,1.5,100.0,100.0,2,118.858,12.14303353,1490,72.62850226,101,1,0
2022-09-19,6,8,16156,36.53871504,1.106744308,57.52599214,77.10690888,0,82.312,42.2115829,3388,91.4582458,111,2,0
2022-09-19,4,11,44685,32.92603948,1.5,100.0,100.0,5,139.37,48.33093674,4073,78.29843618,102,0,0
